id,series,date,title,area,category,n_coords,lon,lat,depth_triples,description
181025,NW-C-1746-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.136231,42.0271891,[],Shoal located in area bounded by: 42 01.631N 083 08.174W 42 01.632N 083 08.174W 42 01.632N 083 08.172W 42 01.631N 083 08.172W Depth: 8.4 metres In Force Shoals number CNA1050/26 refers.
181026,NW-C-1745-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0352-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1395624,42.0185554,[],Shoal located in area bounded by: 42 01.113N 083 08.374W 42 02.047N 083 08.249W 42 02.046N 083 08.235W 42 01.112N 083 08.359W Depth: 8.2 metres In Force Shoals number CNA1051/26 refers.
181027,NW-C-1744-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0379-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.139905,42.0187411,[],Shoal located in area bounded by: 42 01.124N 083 08.394W 42 02.375N 083 08.228W 42 02.373N 083 08.205W 42 01.123N 083 08.371W Depth: 7.4 metres In Force Shoals number CNA1052/26 refers.
181028,NW-C-1743-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0382-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1401843,42.0193658,[],Shoal located in area bounded by: 42 01.162N 083 08.411W 42 02.660N 083 08.212W 42 02.658N 083 08.189W 42 01.160N 083 08.389W Depth: 6.0 metres In Force Shoals number CNA1053/26 refers.
181030,NW-C-1742-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0350-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1369946,42.0124879,[],Shoal located in area bounded by: 42 00.749N 083 08.220W 42 01.595N 083 08.107W 42 01.594N 083 08.087W 42 00.748N 083 08.200W Depth: 7.8 metres In Force Shoals number CNA1054/26 refers.
181031,NW-C-1741-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0373-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1375074,42.0130235,[],Shoal located in area bounded by: 42 00.781N 083 08.250W 42 01.171N 083 08.199W 42 01.168N 083 08.163W 42 00.779N 083 08.215W Depth: 8.3 metres In Force Shoals number CNA1055/26 refers.
181032,NW-C-1740-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0347-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1361929,42.0208913,[],Shoal located in area bounded by: 42 01.253N 083 08.172W 42 01.266N 083 08.170W 42 01.266N 083 08.167W 42 01.253N 083 08.169W Depth: 8.7 metres In Force Shoals number CNA1056/26 refers.
181033,NW-C-1739-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0375-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1361125,42.0235373,[],Shoal located in area bounded by: 42 01.412N 083 08.167W 42 01.599N 083 08.142W 42 01.597N 083 08.105W 42 01.410N 083 08.130W Depth: 8.0 metres In Force Shoals number CNA1057/26 refers.
181048,NW-C-1794-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0380-26,Detroit River,Shallow Depth Confirmed,4,-83.1153873,42.1226488,[],Shoal located in area bounded by: 42 07.359N 083 06.923W 42 07.359N 083 06.923W 42 07.359N 083 06.921W 42 07.359N 083 06.921W Depth: 6.2 metres In Force Shoals number CNA1058/26 refers.
181049,NW-C-1795-26,2026-05-22,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-83.1155975386236,42.1144600979028,[],Shoal located in area bounded by: 42 06.868N 083 06.936W 42 06.869N 083 06.936W 42 06.869N 083 06.934W 42 06.868N 083 06.934W Depth: 6.3 metres In Force Shoals number CNA1059/26 refers.
181050,NW-C-1802-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0381-26,Detroit River,Shallow Depth Confirmed,4,-83.1160935550485,42.1141243162267,[],Shoal located in area bounded by: 42 06.847N 083 06.966W 42 06.849N 083 06.966W 42 06.849N 083 06.964W 42 06.847N 083 06.964W Depth: 6.2 metres In Force Shoals number CNA1060/26 refers.
181051,NW-C-1796-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0383-26,Detroit River,Shallow Depth Confirmed,4,-83.1151586836178,42.1140462364623,[],Shoal located in area bounded by: 42 06.843N 083 06.910W 42 06.844N 083 06.909W 42 06.844N 083 06.907W 42 06.843N 083 06.907W Depth: 6.2 metres In Force Shoals number CNA1061/26 refers.
181052,NW-C-1799-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0387-26,Detroit River,Shallow Depth Confirmed,4,-83.1152305559434,42.1126323116995,[],Shoal located in area bounded by: 42 06.758N 083 06.914W 42 06.759N 083 06.914W 42 06.759N 083 06.911W 42 06.758N 083 06.912W Depth: 6.2 metres In Force Shoals number CNA1062/26 refers.
181054,NW-C-1806-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0393-26,Detroit River,Shallow Depth Confirmed,4,-83.1150610082596,42.0936198979937,[],Shoal located in area bounded by: 42 05.617N 083 06.904W 42 05.619N 083 06.904W 42 05.619N 083 06.902W 42 05.617N 083 06.902W Depth: 6.3 metres In Force Shoals number CNA1064/26 refers.
181055,NW-C-1805-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0395-26,Detroit River,Shallow Depth Confirmed,4,-83.1144591604425,42.0923248768722,[],Shoal located in area bounded by: 42 05.539N 083 06.868W 42 05.541N 083 06.868W 42 05.541N 083 06.865W 42 05.540N 083 06.865W Depth: 6.3 metres In Force Shoals number CNA1065/26 refers.
181058,NW-C-1804-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0400-26,Detroit River,Shallow Depth Confirmed,4,-83.1147473400205,42.08951465164,[],Shoal located in area bounded by: 42 05.371N 083 06.885W 42 05.372N 083 06.884W 42 05.372N 083 06.882W 42 05.370N 083 06.883W Depth: 6.3 metres In Force Shoals number CNA1066/26 refers.
181059,NW-C-1800-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1206212503707,42.0745457292127,[],Shoal located in area bounded by: 42 04.473N 083 07.237W 42 04.474N 083 07.237W 42 04.474N 083 07.235W 42 04.472N 083 07.235W Depth: 6.3 metres In Force Shoals number CNA1067/26 refers.
181060,NW-C-1798-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.120946879496,42.0717778587974,[],Shoal located in area bounded by: 42 04.307N 083 07.257W 42 04.308N 083 07.256W 42 04.308N 083 07.254W 42 04.306N 083 07.255W Depth: 6.2 metres In Force Shoals number CNA1068/26 refers.
181061,NW-C-1801-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0413-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1310969,42.0445596,[],Shoal located in area bounded by: 42 02.674N 083 07.866W 42 02.776N 083 07.837W 42 02.773N 083 07.821W 42 02.671N 083 07.849W Depth: 6.1 metres In Force Shoals number CNA1069/26 refers.
181062,NW-C-1797-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0415-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.131223,42.0429286,[],Shoal located in area bounded by: 42 02.576N 083 07.873W 42 02.595N 083 07.868W 42 02.592N 083 07.848W 42 02.573N 083 07.854W Depth: 6.2 metres In Force Shoals number CNA1070/26 refers.
181063,NW-C-1803-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0417-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1326503998173,42.0363466037126,[],Shoal located in area bounded by: 42 02.181N 083 07.959W 42 02.183N 083 07.959W 42 02.182N 083 07.956W 42 02.180N 083 07.957W Depth: 6.3 metres In Force Shoals number CNA1071/26 refers.
181064,NW-C-1792-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0419-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1336469394136,42.0317199210663,[],Shoal located in area bounded by: 42 01.903N 083 08.019W 42 01.904N 083 08.018W 42 01.904N 083 08.016W 42 01.903N 083 08.017W Depth: 6.0 metres In Force Shoals number CNA1072/26 refers.
181066,NW-C-1793-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0389-26,Detroit River,Shallow Depth Confirmed,4,-83.1156143,42.1069453,[],Shoal located in area bounded by: 42 06.417N 083 06.937W 42 06.582N 083 06.925W 42 06.582N 083 06.921W 42 06.417N 083 06.932W Depth: 5.7 metres In Force Shoals number CNA1063/26 refers.
181068,NW-C-1808-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0377-26,Detroit River,Shallow Depth Confirmed,4,-83.1171677,42.099268,[],Shoal located in area bounded by: 42 05.956N 083 07.030W 42 06.220N 083 07.056W 42 06.220N 083 07.050W 42 05.956N 083 07.025W Depth: 6.9 metres In Force Shoals number CNA1074/26 refers.
181069,NW-C-1809-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0376-26,Detroit River,Shallow Depth Confirmed,4,-83.1164725,42.0922112,[],Shoal located in area bounded by: 42 05.533N 083 06.988W 42 05.558N 083 06.991W 42 05.558N 083 06.985W 42 05.533N 083 06.983W Depth: 8.0 metres In Force Shoals number CNA1073/26 refers.
181170,NW-C-1866-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0358-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1294205,42.0518718,[],Shoal located in area bounded by: 42 03.112N 083 07.765W 42 03.929N 083 07.473W 42 03.926N 083 07.460W 42 03.110N 083 07.752W Depth: 8.3 metres In Force Shoals number CNA1084/26 refers.
181171,NW-C-1867-26,2026-05-25,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1341613882927,42.0317054956706,[],Shoal located in area bounded by: 42 01.902N 083 08.050W 42 01.904N 083 08.049W 42 01.904N 083 08.047W 42 01.902N 083 08.048W Depth: 8.5 metres In Force Shoals number CNA1096/26 refers.
181172,NW-C-1868-26,2026-05-25,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1319269983831,42.0461185017315,[],Shoal located in area bounded by: 42 02.767N 083 07.916W 42 02.768N 083 07.915W 42 02.768N 083 07.914W 42 02.767N 083 07.914W Depth: 8.3 metres In Force Shoals number CNA1091/26 refers.
181173,NW-C-1869-26,2026-05-25,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1298915596979,42.051761275676,[],Shoal located in area bounded by: 42 03.106N 083 07.793W 42 03.107N 083 07.793W 42 03.107N 083 07.791W 42 03.105N 083 07.791W Depth: 8.5 metres In Force Shoals number CNA1090/26 refers.
181174,NW-C-1870-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0351-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1355374,42.0266421,[],Shoal located in area bounded by: 42 01.599N 083 08.132W 42 01.734N 083 08.108W 42 01.733N 083 08.102W 42 01.598N 083 08.126W Depth: 8.4 metres In Force Shoals number CNA1093/26 refers.
181175,NW-C-1871-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0353-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1354412,42.0266235,[],Shoal located in area bounded by: 42 01.597N 083 08.126W 42 01.853N 083 08.081W 42 01.850N 083 08.047W 42 01.594N 083 08.093W Depth: 8.2 metres In Force Shoals number CNA1094/26 refers.
181177,NW-C-1872-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0361-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1275822,42.0585037,[],Shoal located in area bounded by: 42 03.510N 083 07.655W 42 03.521N 083 07.651W 42 03.520N 083 07.644W 42 03.509N 083 07.648W Depth: 8.1 metres In Force Shoals number CNA1089/26 refers.
181179,NW-C-1874-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0362-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.127066143973,42.0597633645894,[],Shoal located in area bounded by: 42 03.586N 083 07.624W 42 03.587N 083 07.623W 42 03.587N 083 07.621W 42 03.585N 083 07.622W Depth: 8.5 metres In Force Shoals number CNA1088/26 refers.
181180,NW-C-1875-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0355-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1327343,42.039388,[],Shoal located in area bounded by: 42 02.363N 083 07.964W 42 02.380N 083 07.959W 42 02.379N 083 07.952W 42 02.362N 083 07.957W Depth: 8.5 metres In Force Shoals number CNA1092/26 refers.
181181,NW-C-1876-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0354-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1348838,42.0265646,[],Shoal located in area bounded by: 42 01.594N 083 08.093W 42 01.873N 083 08.043W 42 01.872N 083 08.034W 42 01.593N 083 08.084W Depth: 7.7 metres In Force Shoals number CNA1095/26 refers.
181182,NW-C-1877-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0365-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1260923,42.059669,[],Shoal located in area bounded by: 42 03.580N 083 07.566W 42 03.626N 083 07.549W 42 03.625N 083 07.545W 42 03.579N 083 07.561W Depth: 7.3 metres In Force Shoals number CNA1087/26 refers.
181183,NW-C-1878-26,2026-05-25,Newly Discovered Dangers Cancels NW-C-0401-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1250988,42.0624787,[],Shoal located in area bounded by: 42 03.749N 083 07.506W 42 03.788N 083 07.492W 42 03.787N 083 07.487W 42 03.748N 083 07.501W Depth: 7.0 metres In Force Shoals number CNA1086/26 refers.
181225,NW-C-1913-26,2026-05-26,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-82.9468774,42.345867,[],Shoal located in area bounded by: 42 20.752N 082 56.813W 42 20.831N 082 56.707W 42 20.825N 082 56.698W 42 20.746N 082 56.804W Depth: 7.5 metres In Force Shoals number CNA1097/26 refers.
181226,NW-C-1915-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0428-26,Detroit River,Shallow Depth Confirmed,4,-82.9482054950929,42.3447530172096,[],Shoal located in area bounded by: 42 20.685N 082 56.892W 42 20.686N 082 56.891W 42 20.685N 082 56.889W 42 20.684N 082 56.891W Depth: 8.5 metres In Force Shoals number CNA1098/26 refers.
181227,NW-C-1916-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0424-26,Detroit River,Shallow Depth Confirmed,4,-82.9642022,42.3378353,[],Shoal located in area bounded by: 42 20.270N 082 57.852W 42 20.332N 082 57.683W 42 20.326N 082 57.679W 42 20.264N 082 57.848W Depth: 8.5 metres In Force Shoals number CNA1099/26 refers.
181228,NW-C-1917-26,2026-05-26,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-83.1226365,42.1390343,[],Shoal located in area bounded by: 42 08.342N 083 07.358W 42 08.343N 083 07.358W 42 08.344N 083 07.353W 42 08.343N 083 07.353W Depth: 8.5 metres In Force Shoals number CNA1075/26 refers.
181229,NW-C-1924-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0339-26,Detroit River,Shallow Depth Confirmed,4,-83.1237572,42.140305,[],Shoal located in area bounded by: 42 08.418N 083 07.425W 42 08.533N 083 07.474W 42 08.537N 083 07.456W 42 08.422N 083 07.408W Depth: 8.4 metres In Force Shoals number CNA1076/26 refers.
181230,NW-C-1926-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0342-26,Detroit River,Shallow Depth Confirmed,4,-83.1238934,42.1414057,[],Shoal located in area bounded by: 42 08.484N 083 07.434W 42 08.589N 083 07.478W 42 08.592N 083 07.463W 42 08.488N 083 07.419W Depth: 8.3 metres In Force Shoals number CNA1077/26 refers.
181231,NW-C-1927-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0344-26,Detroit River,Shallow Depth Confirmed,4,-83.1264335,42.1457612,[],Shoal located in area bounded by: 42 08.746N 083 07.586W 42 08.750N 083 07.588W 42 08.751N 083 07.584W 42 08.747N 083 07.582W Depth: 8.1 metres In Force Shoals number CNA1078/26 refers.
181232,NW-C-1928-26,2026-05-26,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-83.1252097,42.1479175,[],Shoal located in area bounded by: 42 08.875N 083 07.513W 42 08.876N 083 07.513W 42 08.876N 083 07.511W 42 08.875N 083 07.511W Depth: 8.5 metres In Force Shoals number CNA1079/26 refers.
181233,NW-C-1929-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0349-26,Detroit River,Shallow Depth Confirmed,4,-83.1269776,42.1470513,[],Shoal located in area bounded by: 42 08.823N 083 07.619W 42 08.831N 083 07.622W 42 08.832N 083 07.618W 42 08.824N 083 07.615W Depth: 8.2 metres In Force Shoals number CNA1080/26 refers.
181234,NW-C-1930-26,2026-05-26,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-83.1273131,42.1526494,[],Shoal located in area bounded by: 42 09.159N 083 07.639W 42 09.160N 083 07.639W 42 09.160N 083 07.638W 42 09.159N 083 07.637W Depth: 8.5 metres In Force Shoals number CNA1081/26 refers.
181235,NW-C-1931-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0345-26,Detroit River,Shallow Depth Confirmed,4,-83.1276195,42.1536369,[],Shoal located in area bounded by: 42 09.218N 083 07.657W 42 09.252N 083 07.671W 42 09.254N 083 07.661W 42 09.221N 083 07.647W Depth: 8.4 metres In Force Shoals number CNA1082/26 refers.
181237,NW-C-1932-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0346-26,Detroit River,Shallow Depth Confirmed,4,-83.1279899,42.1543948,[],Shoal located in area bounded by: 42 09.264N 083 07.679W 42 09.390N 083 07.733W 42 09.393N 083 07.720W 42 09.267N 083 07.666W Depth: 8.2 metres In Force Shoals number CNA1083/26 refers.
181238,NW-C-1933-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0348-26,Detroit River,Shallow Depth Confirmed,4,-83.12917,42.1570445,[],Shoal located in area bounded by: 42 09.423N 083 07.750W 42 09.647N 083 07.845W 42 09.651N 083 07.829W 42 09.426N 083 07.734W Depth: 7.9 metres In Force Shoals number CNA1085/26 refers.
181251,NW-C-1934-26,2026-05-26,Newly Discovered Dangers Cancels NW-C-0309-26,Port of Trois-Rivieres,Shallow Depth Confirmed,4,-72.538901,46.3403054,[],Shoal located in area bounded by: 46 20.418N 072 32.334W 46 20.444N 072 32.290W 46 20.440N 072 32.284W 46 20.414N 072 32.328W Depth: 9.3 metres In Force Shoals number Q5098/26 refers.
181252,NW-M-0663-26,2026-05-26,Submerged Vessel,Chaleur - Miscou - south,Submerged Object,1,-65.64093333333334,47.61803333333334,[],Sunken vessel reported at 47 37.082N 065 38.456W. Caution
181529,NW-C-2095-26,2026-06-02,Submerged Object,Lake Saint-Louis - west Vicinity Île Dowker,Submerged Object,1,-73.91613333333333,45.3979,[],Tree 4 metres in length 30 centimetres in diameter reported at 45 23.87N 073 54.97W at 022000 UTC Jun 2026.
181535,NW-C-2097-26,2026-06-02,Submerged Object,Lake Ontario Vicinity Grimsby Beach,Submerged Object,1,-79.51983581059392,43.19538132046495,[],Deadhead 30 centimetres in diameter reported at 43 11.72N 079 31.19W at 022236 UTC Jun 2026.
181567,NW-C-2108-26,2026-06-03,Shallow Depth Confirmed,Pointe-des-Monts to Anticosti - south Vicinity Cap-Chat,Shallow Depth Confirmed,1,-66.68966666666667,49.09956666666667,[],"Shallow depth confirmed at 49 05.974N 066 41.380W, 0.2 metre, at 031453 UTC Jun 2026."
181594,NW-M-0712-26,2026-06-04,Shallow Depth Confirmed,Northumberland Strait Vicinity Souris,Shallow Depth Confirmed,1,-62.251681833333336,46.349521583333335,[],"46 20.971N 062 15.101W As a result of a hydrographic survey, shallower depths located at Latitude Longitude Depth in Metres 46 20.971N 062 15.101W 4.1 Available depth refers to chart datum. Caution."
181595,NW-C-2127-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0454-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6829593,42.5184633,[],Shoal located in area bounded by: 42 31.108N 082 40.978W 42 31.134N 082 40.904W 42 31.128N 082 40.900W 42 31.101N 082 40.973W Depth: 8.1 metres In Force Shoals number CNA1100/26 refers.
181597,NW-C-2128-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0453-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6828038,42.5186477,[],Shoal located in area bounded by: 42 31.119N 082 40.968W 42 31.257N 082 40.581W 42 31.250N 082 40.576W 42 31.112N 082 40.964W Depth: 8.0 metres In Force Shoals number CNA1101/26 refers.
181598,NW-C-2129-26,2026-06-04,Newly Discovered Dangers,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6758408261701,42.5210262120874,[],Shoal located in area bounded by: 42 31.262N 082 40.550W 42 31.262N 082 40.549W 42 31.261N 082 40.548W 42 31.260N 082 40.550W Depth: 8.2 metres In Force Shoals number CNA1102/26 refers.
181599,NW-C-2131-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0455-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6739201,42.5218208,[],Shoal located in area bounded by: 42 31.309N 082 40.435W 42 31.361N 082 40.291W 42 31.356N 082 40.288W 42 31.305N 082 40.432W Depth: 7.7 metres In Force Shoals number CNA1103/26 refers.
181600,NW-C-2130-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0456-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6737904,42.5217889,[],Shoal located in area bounded by: 42 31.307N 082 40.427W 42 31.353N 082 40.300W 42 31.347N 082 40.296W 42 31.301N 082 40.423W Depth: 7.7 metres In Force Shoals number CNA1104/26 refers.
181601,NW-C-2132-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0457-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6733989,42.5218017,[],Shoal located in area bounded by: 42 31.308N 082 40.404W 42 31.328N 082 40.349W 42 31.324N 082 40.347W 42 31.305N 082 40.402W Depth: 8.0 metres In Force Shoals number CNA1105/26 refers.
181602,NW-C-2133-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0458-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6708583,42.5229141,[],Shoal located in area bounded by: 42 31.375N 082 40.251W 42 31.383N 082 40.228W 42 31.367N 082 40.217W 42 31.358N 082 40.241W Depth: 8.2 metres In Force Shoals number CNA1106/26 refers.
181603,NW-C-2134-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0459-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6695804,42.5233714,[],Shoal located in area bounded by: 42 31.402N 082 40.175W 42 31.529N 082 39.820W 42 31.521N 082 39.815W 42 31.395N 082 40.170W Depth: 7.2 metres In Force Shoals number CNA1107/26 refers.
181604,NW-C-2135-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0461-26 Cancels NW-C-0460-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6696668,42.5232012,[],Shoal located in area bounded by: 42 31.392N 082 40.180W 42 31.547N 082 39.747W 42 31.533N 082 39.738W 42 31.379N 082 40.171W Depth: 7.4 metres In Force Shoals number CNA1108/26 refers.
181605,NW-C-2136-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0462-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6584691,42.5273385,[],Shoal located in area bounded by: 42 31.640N 082 39.508W 42 31.710N 082 39.313W 42 31.701N 082 39.306W 42 31.631N 082 39.502W Depth: 7.6 metres In Force Shoals number CNA1109/26 refers.
181606,NW-C-2137-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0463-26 Cancels NW-C-0464-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6578677,42.5273584,[],Shoal located in area bounded by: 42 31.642N 082 39.472W 42 31.683N 082 39.356W 42 31.665N 082 39.344W 42 31.624N 082 39.460W Depth: 7.7 metres In Force Shoals number CNA1110/26 refers.
181607,NW-C-2138-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0465-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6539758,42.5288993,[],Shoal located in area bounded by: 42 31.734N 082 39.239W 42 31.767N 082 39.145W 42 31.749N 082 39.132W 42 31.715N 082 39.226W Depth: 8.1 metres In Force Shoals number CNA1111/26 refers.
181608,NW-C-2139-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0467-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6481608,42.5310181,[],Shoal located in area bounded by: 42 31.861N 082 38.890W 42 31.961N 082 38.608W 42 31.951N 082 38.601W 42 31.850N 082 38.883W Depth: 8.1 metres In Force Shoals number CNA1112/26 refers.
181609,NW-C-2140-26,2026-06-04,Newly Discovered Dangers,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.642617,42.5327239,[],Shoal located in area bounded by: 42 31.963N 082 38.557W 42 31.964N 082 38.556W 42 31.963N 082 38.555W 42 31.962N 082 38.556W Depth: 8.2 metres In Force Shoals number CNA1113/26 refers.
181610,NW-C-2141-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0451-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6859137,42.5155,[],Shoal located in area bounded by: 42 30.930N 082 41.155W 42 32.192N 082 37.617W 42 32.188N 082 37.614W 42 30.925N 082 41.152W Depth: 1.9 metres In Force Shoals number CNA1114/26 refers.
181611,NW-C-2144-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0450-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6858144,42.5157119,[],Shoal located in area bounded by: 42 30.943N 082 41.149W 42 32.196N 082 37.636W 42 32.187N 082 37.631W 42 30.934N 082 41.143W Depth: 5.2 metres In Force Shoals number CNA1115/26 refers.
181612,NW-C-2146-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0449-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6856171,42.5161291,[],Shoal located in area bounded by: 42 30.968N 082 41.137W 42 32.189N 082 37.715W 42 32.172N 082 37.703W 42 30.950N 082 41.126W Depth: 6.9 metres In Force Shoals number CNA1116/26 refers.
181613,NW-C-2147-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0448-26 Cancels NW-C-0452-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6613253,42.5250501,[],Shoal located in area bounded by: 42 31.503N 082 39.680W 42 32.208N 082 37.702W 42 32.196N 082 37.694W 42 31.490N 082 39.671W Depth: 7.9 metres In Force Shoals number CNA1117/26 refers.
181614,NW-C-2148-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0473-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6085922,42.5447369,[],Shoal located in area bounded by: 42 32.684N 082 36.516W 42 32.714N 082 36.432W 42 32.712N 082 36.430W 42 32.682N 082 36.514W Depth: 8.2 metres In Force Shoals number CNA1118/26 refers.
181615,NW-C-2149-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0472-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6053034,42.5463014,[],Shoal located in area bounded by: 42 32.778N 082 36.318W 42 32.969N 082 35.782W 42 32.961N 082 35.777W 42 32.770N 082 36.313W Depth: 5.6 metres In Force Shoals number CNA1119/26 refers.
181616,NW-C-2143-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0471-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6051606,42.5461945,[],Shoal located in area bounded by: 42 32.772N 082 36.310W 42 32.921N 082 35.891W 42 32.914N 082 35.886W 42 32.765N 082 36.305W Depth: 6.2 metres In Force Shoals number CNA1120/26 refers.
